PN Kirsten,5.0,6,0,31,3,6.2,Zimbabwe,Canberra,Tue Mar 10 00:00:00 GMT 1992
EA Brandes,9.166666666666666,6,0,40,1,4.36,South Africa,Canberra,Tue Mar 10 00:00:00 GMT 1992
MP Jarvis,9.0,6,2,23,1,2.55,South Africa,Canberra,Tue Mar 10 00:00:00 GMT 1992
MG Burmester,5.0,6,0,20,0,4.0,South Africa,Canberra,Tue Mar 10 00:00:00 GMT 1992
AH Omarshah,8.0,6,2,32,1,4.0,South Africa,Canberra,Tue Mar 10 00:00:00 GMT 1992
KG Duers,8.0,6,1,19,0,2.37,South Africa,Canberra,Tue Mar 10 00:00:00 GMT 1992
AJ Traicos,6.0,6,0,26,0,4.33,South Africa,Canberra,Tue Mar 10 00:00:00 GMT 1992
CJ McDermott,10.0,6,0,33,1,3.3,Pakistan,Perth,Wed Mar 11 00:00:00 GMT 1992
BA Reid,9.0,6,0,37,0,4.11,Pakistan,Perth,Wed Mar 11 00:00:00 GMT 1992
SR Waugh,10.0,6,0,36,3,3.6,Pakistan,Perth,Wed Mar 11 00:00:00 GMT 1992
MR Whitney,10.0,6,1,50,1,5.0,Pakistan,Perth,Wed Mar 11 00:00:00 GMT 1992
TM Moody,10.0,6,0,42,2,4.2,Pakistan,Perth,Wed Mar 11 00:00:00 GMT 1992
ME Waugh,1.0,6,0,13,0,13.0,Pakistan,Perth,Wed Mar 11 00:00:00 GMT 1992
Wasim Akram,7.333333333333333,6,0,28,2,3.81,Australia,Perth,Wed Mar 11 00:00:00 GMT 1992
Aaqib Javed,8.0,6,1,21,3,2.62,Australia,Perth,Wed Mar 11 00:00:00 GMT 1992
Imran Khan,10.0,6,1,32,2,3.2,Australia,Perth,Wed Mar 11 00:00:00 GMT 1992
Ijaz Ahmed,10.0,6,0,43,0,4.3,Australia,Perth,Wed Mar 11 00:00:00 GMT 1992
Mushtaq Ahmed,10.0,6,0,41,3,4.1,Australia,Perth,Wed Mar 11 00:00:00 GMT 1992
CL Cairns,8.0,6,1,40,0,5.0,India,Dunedin,Thu Mar 12 00:00:00 GMT 1992
DN Patel,10.0,6,0,29,2,2.9,India,Dunedin,Thu Mar 12 00:00:00 GMT 1992
W Watson,10.0,6,1,34,1,3.4,India,Dunedin,Thu Mar 12 00:00:00 GMT 1992
GR Larsen,9.0,6,0,43,0,4.77,India,Dunedin,Thu Mar 12 00:00:00 GMT 1992
CZ Harris,9.0,6,0,55,3,6.11,India,Dunedin,Thu Mar 12 00:00:00 GMT 1992
RT Latham,4.0,6,0,24,0,6.0,India,Dunedin,Thu Mar 12 00:00:00 GMT 1992
N Kapil Dev,10.0,6,0,55,0,5.5,New Zealand,Dunedin,Thu Mar 12 00:00:00 GMT 1992
M Prabhakar,10.0,6,0,46,3,4.6,New Zealand,Dunedin,Thu Mar 12 00:00:00 GMT 1992
ST Banerjee,6.0,6,1,40,0,6.66,New Zealand,Dunedin,Thu Mar 12 00:00:00 GMT 1992
J Srinath,9.0,6,0,35,0,3.88,New Zealand,Dunedin,Thu Mar 12 00:00:00 GMT 1992
SLV Raju,10.0,6,0,38,2,3.8,New Zealand,Dunedin,Thu Mar 12 00:00:00 GMT 1992
SR Tendulkar,1.0,6,0,2,0,2.0,New Zealand,Dunedin,Thu Mar 12 00:00:00 GMT 1992
K Srikkanth,1.1666666666666667,6,0,8,0,6.85,New Zealand,Dunedin,Thu Mar 12 00:00:00 GMT 1992
DR Pringle,9.0,6,2,34,0,3.77,South Africa,Melbourne,Thu Mar 12 00:00:00 GMT 1992
PAJ DeFreitas,10.0,6,1,41,1,4.1,South Africa,Melbourne,Thu Mar 12 00:00:00 GMT 1992
IT Botham,8.0,6,0,37,0,4.62,South Africa,Melbourne,Thu Mar 12 00:00:00 GMT 1992
GC Small,2.0,6,0,14,0,7.0,South Africa,Melbourne,Thu Mar 12 00:00:00 GMT 1992
RK Illingworth,10.0,6,0,43,0,4.3,South Africa,Melbourne,Thu Mar 12 00:00:00 GMT 1992
DA Reeve,2.6666666666666665,6,0,15,0,5.62,South Africa,Melbourne,Thu Mar 12 00:00:00 GMT 1992
GA Hick,8.333333333333334,6,0,44,2,5.28,South Africa,Melbourne,Thu Mar 12 00:00:00 GMT 1992
AA Donald,9.0,6,1,43,0,4.77,England,Melbourne,Thu Mar 12 00:00:00 GMT 1992
MW Pringle,8.0,6,0,44,0,5.5,England,Melbourne,Thu Mar 12 00:00:00 GMT 1992
RP Snell,7.833333333333333,6,0,42,3,5.36,England,Melbourne,Thu Mar 12 00:00:00 GMT 1992
BM McMillan,8.0,6,1,39,2,4.87,England,Melbourne,Thu Mar 12 00:00:00 GMT 1992
AP Kuiper,4.0,6,0,32,0,8.0,England,Melbourne,Thu Mar 12 00:00:00 GMT 1992
WJ Cronje,3.0,6,0,14,0,4.66,England,Melbourne,Thu Mar 12 00:00:00 GMT 1992
PN Kirsten,1.0,6,0,9,0,9.0,England,Melbourne,Thu Mar 12 00:00:00 GMT 1992
GP Wickramasinghe,7.0,6,0,30,0,4.28,West Indies,Berri,Fri Mar 13 00:00:00 GMT 1992
CPH Ramanayake,7.0,6,1,17,1,2.42,West Indies,Berri,Fri Mar 13 00:00:00 GMT 1992
SD Anurasiri,10.0,6,0,46,1,4.6,West Indies,Berri,Fri Mar 13 00:00:00 GMT 1992
AP Gurusinha,1.0,6,0,10,0,10.0,West Indies,Berri,Fri Mar 13 00:00:00 GMT 1992
A Ranatunga,7.0,6,0,35,1,5.0,West Indies,Berri,Fri Mar 13 00:00:00 GMT 1992
RS Kalpage,10.0,6,0,64,0,6.4,West Indies,Berri,Fri Mar 13 00:00:00 GMT 1992
UC Hathurusingha,8.0,6,0,57,4,7.12,West Indies,Berri,Fri Mar 13 00:00:00 GMT 1992
CEL Ambrose,10.0,6,2,24,2,2.4,Sri Lanka,Berri,Fri Mar 13 00:00:00 GMT 1992
WKM Benjamin,10.0,6,0,34,1,3.4,Sri Lanka,Berri,Fri Mar 13 00:00:00 GMT 1992
AC Cummins,9.0,6,0,49,1,5.44,Sri Lanka,Berri,Fri Mar 13 00:00:00 GMT 1992
CL Hooper,10.0,6,1,19,2,1.9,Sri Lanka,Berri,Fri Mar 13 00:00:00 GMT 1992
KLT Arthurton,10.0,6,0,40,2,4.0,Sri Lanka,Berri,Fri Mar 13 00:00:00 GMT 1992
PV Simmons,1.0,6,0,3,0,3.0,Sri Lanka,Berri,Fri Mar 13 00:00:00 GMT 1992
EA Brandes,9.0,6,0,59,1,6.55,Australia,Hobart,Sat Mar 14 00:00:00 GMT 1992
KG Duers,9.0,6,1,48,1,5.33,Australia,Hobart,Sat Mar 14 00:00:00 GMT 1992
MG Burmester,9.0,6,0,65,1,7.22,Australia,Hobart,Sat Mar 14 00:00:00 GMT 1992
AH Omarshah,9.0,6,0,53,1,5.88,Australia,Hobart,Sat Mar 14 00:00:00 GMT 1992
AJ Traicos,10.0,6,0,30,1,3.0,Australia,Hobart,Sat Mar 14 00:00:00 GMT 1992
CJ McDermott,8.0,6,0,26,1,3.25,Zimbabwe,Hobart,Sat Mar 14 00:00:00 GMT 1992
BA Reid,9.0,6,2,17,1,1.88,Zimbabwe,Hobart,Sat Mar 14 00:00:00 GMT 1992
SR Waugh,7.0,6,0,28,2,4.0,Zimbabwe,Hobart,Sat Mar 14 00:00:00 GMT 1992
MR Whitney,10.0,6,3,15,2,1.5,Zimbabwe,Hobart,Sat Mar 14 00:00:00 GMT 1992
TM Moody,4.0,6,0,25,1,6.25,Zimbabwe,Hobart,Sat Mar 14 00:00:00 GMT 1992
PL Taylor,3.6666666666666665,6,0,14,2,3.81,Zimbabwe,Hobart,Sat Mar 14 00:00:00 GMT 1992
DN Patel,10.0,6,1,26,2,2.6,England,Wellington,Sun Mar 15 00:00:00 GMT 1992
CZ Harris,8.0,6,0,39,2,4.87,England,Wellington,Sun Mar 15 00:00:00 GMT 1992
W Watson,10.0,6,0,40,2,4.0,England,Wellington,Sun Mar 15 00:00:00 GMT 1992
CL Cairns,3.0,6,0,21,0,7.0,England,Wellington,Sun Mar 15 00:00:00 GMT 1992
GR Larsen,10.0,6,3,24,0,2.4,England,Wellington,Sun Mar 15 00:00:00 GMT 1992
AH Jones,9.0,6,0,42,2,4.66,England,Wellington,Sun Mar 15 00:00:00 GMT 1992
DR Pringle,6.333333333333333,6,1,34,0,5.36,New Zealand,Wellington,Sun Mar 15 00:00:00 GMT 1992
PAJ DeFreitas,8.5,6,1,45,1,5.29,New Zealand,Wellington,Sun Mar 15 00:00:00 GMT 1992
IT Botham,4.0,6,0,19,1,4.75,New Zealand,Wellington,Sun Mar 15 00:00:00 GMT 1992
RK Illingworth,9.0,6,1,46,0,5.11,New Zealand,Wellington,Sun Mar 15 00:00:00 GMT 1992
GA Hick,6.0,6,0,26,0,4.33,New Zealand,Wellington,Sun Mar 15 00:00:00 GMT 1992
DA Reeve,3.0,6,0,9,0,3.0,New Zealand,Wellington,Sun Mar 15 00:00:00 GMT 1992
GC Small,4.0,6,0,13,0,3.25,New Zealand,Wellington,Sun Mar 15 00:00:00 GMT 1992
AA Donald,6.0,6,0,34,2,5.66,India,Adelaide,Sun Mar 15 00:00:00 GMT 1992
MW Pringle,6.0,6,0,37,1,6.16,India,Adelaide,Sun Mar 15 00:00:00 GMT 1992
RP Snell,6.0,6,1,46,0,7.66,India,Adelaide,Sun Mar 15 00:00:00 GMT 1992
BM McMillan,6.0,6,0,28,0,4.66,India,Adelaide,Sun Mar 15 00:00:00 GMT 1992
AP Kuiper,6.0,6,0,28,2,4.66,India,Adelaide,Sun Mar 15 00:00:00 GMT 1992
N Kapil Dev,6.0,6,0,36,1,6.0,South Africa,Adelaide,Sun Mar 15 00:00:00 GMT 1992
M Prabhakar,5.166666666666667,6,1,33,1,6.38,South Africa,Adelaide,Sun Mar 15 00:00:00 GMT 1992
SR Tendulkar,6.0,6,0,20,0,3.33,South Africa,Adelaide,Sun Mar 15 00:00:00 GMT 1992
J Srinath,6.0,6,0,39,1,6.5,South Africa,Adelaide,Sun Mar 15 00:00:00 GMT 1992
SLV Raju,6.0,6,0,43,0,7.16,South Africa,Adelaide,Sun Mar 15 00:00:00 GMT 1992
Wasim Akram,10.0,6,0,37,1,3.7,Sri Lanka,Perth,Sun Mar 15 00:00:00 GMT 1992
Aaqib Javed,10.0,6,0,39,0,3.9,Sri Lanka,Perth,Sun Mar 15 00:00:00 GMT 1992
Imran Khan,8.0,6,1,36,1,4.5,Sri Lanka,Perth,Sun Mar 15 00:00:00 GMT 1992
Mushtaq Ahmed,10.0,6,0,43,2,4.3,Sri Lanka,Perth,Sun Mar 15 00:00:00 GMT 1992
Ijaz Ahmed,8.0,6,0,28,1,3.5,Sri Lanka,Perth,Sun Mar 15 00:00:00 GMT 1992
Aamer Sohail,4.0,6,0,14,1,3.5,Sri Lanka,Perth,Sun Mar 15 00:00:00 GMT 1992
KIW Wijegunawardene,10.0,6,1,34,0,3.4,Pakistan,Perth,Sun Mar 15 00:00:00 GMT 1992
CPH Ramanayake,10.0,6,1,37,2,3.7,Pakistan,Perth,Sun Mar 15 00:00:00 GMT 1992
GP Wickramasinghe,9.166666666666666,6,0,41,1,4.47,Pakistan,Perth,Sun Mar 15 00:00:00 GMT 1992
AP Gurusinha,9.0,6,0,38,1,4.22,Pakistan,Perth,Sun Mar 15 00:00:00 GMT 1992
UC Hathurusingha,9.0,6,0,40,1,4.44,Pakistan,Perth,Sun Mar 15 00:00:00 GMT 1992
RS Kalpage,2.0,6,0,14,0,7.0,Pakistan,Perth,Sun Mar 15 00:00:00 GMT 1992
Wasim Akram,9.333333333333334,6,0,32,4,3.42,New Zealand,Christchurch,Wed Mar 18 00:00:00 GMT 1992
Aaqib Javed,10.0,6,1,34,1,3.4,New Zealand,Christchurch,Wed Mar 18 00:00:00 GMT 1992
Mushtaq Ahmed,10.0,6,0,18,2,1.8,New Zealand,Christchurch,Wed Mar 18 00:00:00 GMT 1992
Imran Khan,8.0,6,0,22,1,2.75,New Zealand,Christchurch,Wed Mar 18 00:00:00 GMT 1992
Aamer Sohail,10.0,6,1,29,1,2.9,New Zealand,Christchurch,Wed Mar 18 00:00:00 GMT 1992
Ijaz Ahmed,1.0,6,0,5,0,5.0,New Zealand,Christchurch,Wed Mar 18 00:00:00 GMT 1992
DK Morrison,10.0,6,0,42,3,4.2,Pakistan,Christchurch,Wed Mar 18 00:00:00 GMT 1992
DN Patel,10.0,6,2,25,0,2.5,Pakistan,Christchurch,Wed Mar 18 00:00:00 GMT 1992
W Watson,10.0,6,3,26,0,2.6,Pakistan,Christchurch,Wed Mar 18 00:00:00 GMT 1992
CZ Harris,4.0,6,0,18,0,4.5,Pakistan,Christchurch,Wed Mar 18 00:00:00 GMT 1992
GR Larsen,3.0,6,0,16,0,5.33,Pakistan,Christchurch,Wed Mar 18 00:00:00 GMT 1992
AH Jones,3.0,6,0,10,0,3.33,Pakistan,Christchurch,Wed Mar 18 00:00:00 GMT 1992
RT Latham,2.0,6,0,13,0,6.5,Pakistan,Christchurch,Wed Mar 18 00:00:00 GMT 1992
KR Rutherford,1.6666666666666665,6,0,11,0,6.6,Pakistan,Christchurch,Wed Mar 18 00:00:00 GMT 1992
MJ Greatbatch,1.0,6,0,5,0,5.0,Pakistan,Christchurch,Wed Mar 18 00:00:00 GMT 1992
PAJ DeFreitas,8.0,6,1,14,1,1.75,Zimbabwe,Albury,Wed Mar 18 00:00:00 GMT 1992
GC Small,9.0,6,1,20,1,2.22,Zimbabwe,Albury,Wed Mar 18 00:00:00 GMT 1992
IT Botham,10.0,6,2,23,3,2.3,Zimbabwe,Albury,Wed Mar 18 00:00:00 GMT 1992
RK Illingworth,9.166666666666666,6,0,33,3,3.6,Zimbabwe,Albury,Wed Mar 18 00:00:00 GMT 1992
PCR Tufnell,10.0,6,2,36,2,3.6,Zimbabwe,Albury,Wed Mar 18 00:00:00 GMT 1992
EA Brandes,10.0,6,4,21,4,2.1,England,Albury,Wed Mar 18 00:00:00 GMT 1992
MP Jarvis,9.166666666666666,6,0,32,1,3.49,England,Albury,Wed Mar 18 00:00:00 GMT 1992
AH Omarshah,10.0,6,3,17,2,1.7,England,Albury,Wed Mar 18 00:00:00 GMT 1992
AJ Traicos,10.0,6,4,16,0,1.6,England,Albury,Wed Mar 18 00:00:00 GMT 1992
IP Butchart,10.0,6,1,32,2,3.2,England,Albury,Wed Mar 18 00:00:00 GMT 1992
CEL Ambrose,10.0,6,0,46,0,4.6,Australia,Melbourne,Wed Mar 18 00:00:00 GMT 1992
WKM Benjamin,10.0,6,1,49,0,4.9,Australia,Melbourne,Wed Mar 18 00:00:00 GMT 1992
AC Cummins,10.0,6,1,38,3,3.8,Australia,Melbourne,Wed Mar 18 00:00:00 GMT 1992
CL Hooper,10.0,6,0,40,1,4.0,Australia,Melbourne,Wed Mar 18 00:00:00 GMT 1992
PV Simmons,10.0,6,1,40,2,4.0,Australia,Melbourne,Wed Mar 18 00:00:00 GMT 1992
CJ McDermott,6.0,6,1,29,2,4.83,West Indies,Melbourne,Wed Mar 18 00:00:00 GMT 1992
BA Reid,10.0,6,1,26,1,2.6,West Indies,Melbourne,Wed Mar 18 00:00:00 GMT 1992
MR Whitney,10.0,6,1,34,4,3.4,West Indies,Melbourne,Wed Mar 18 00:00:00 GMT 1992
SR Waugh,6.666666666666667,6,0,24,1,3.6,West Indies,Melbourne,Wed Mar 18 00:00:00 GMT 1992
PL Taylor,4.0,6,0,24,0,6.0,West Indies,Melbourne,Wed Mar 18 00:00:00 GMT 1992
TM Moody,6.0,6,1,14,0,2.33,West Indies,Melbourne,Wed Mar 18 00:00:00 GMT 1992
Wasim Akram,10.0,6,0,40,2,4.0,New Zealand,Auckland,Sat Mar 21 00:00:00 GMT 1992
Aaqib Javed,10.0,6,2,45,1,4.5,New Zealand,Auckland,Sat Mar 21 00:00:00 GMT 1992
Mushtaq Ahmed,10.0,6,0,40,2,4.0,New Zealand,Auckland,Sat Mar 21 00:00:00 GMT 1992
Imran Khan,10.0,6,0,59,0,5.9,New Zealand,Auckland,Sat Mar 21 00:00:00 GMT 1992
Iqbal Sikander,9.0,6,0,56,1,6.22,New Zealand,Auckland,Sat Mar 21 00:00:00 GMT 1992
Aamer Sohail,1.0,6,0,11,0,11.0,New Zealand,Auckland,Sat Mar 21 00:00:00 GMT 1992
DN Patel,10.0,6,1,50,1,5.0,Pakistan,Auckland,Sat Mar 21 00:00:00 GMT 1992
DK Morrison,9.0,6,0,55,0,6.11,Pakistan,Auckland,Sat Mar 21 00:00:00 GMT 1992
W Watson,10.0,6,2,39,2,3.9,Pakistan,Auckland,Sat Mar 21 00:00:00 GMT 1992
GR Larsen,10.0,6,1,34,1,3.4,Pakistan,Auckland,Sat Mar 21 00:00:00 GMT 1992
CZ Harris,10.0,6,0,72,1,7.2,Pakistan,Auckland,Sat Mar 21 00:00:00 GMT 1992
AA Donald,10.0,6,0,69,2,6.9,England,Sydney,Sun Mar 22 00:00:00 GMT 1992
MW Pringle,9.0,6,2,36,2,4.0,England,Sydney,Sun Mar 22 00:00:00 GMT 1992
RP Snell,8.0,6,0,52,1,6.5,England,Sydney,Sun Mar 22 00:00:00 GMT 1992
BM McMillan,9.0,6,0,47,1,5.22,England,Sydney,Sun Mar 22 00:00:00 GMT 1992
AP Kuiper,5.0,6,0,26,0,5.2,England,Sydney,Sun Mar 22 00:00:00 GMT 1992
WJ Cronje,4.0,6,0,14,0,3.5,England,Sydney,Sun Mar 22 00:00:00 GMT 1992
IT Botham,10.0,6,0,52,1,5.2,South Africa,Sydney,Sun Mar 22 00:00:00 GMT 1992
CC Lewis,5.0,6,0,38,0,7.6,South Africa,Sydney,Sun Mar 22 00:00:00 GMT 1992
PAJ DeFreitas,8.0,6,1,28,1,3.5,South Africa,Sydney,Sun Mar 22 00:00:00 GMT 1992
RK Illingworth,10.0,6,1,46,2,4.6,South Africa,Sydney,Sun Mar 22 00:00:00 GMT 1992
GC Small,10.0,6,1,51,2,5.1,South Africa,Sydney,Sun Mar 22 00:00:00 GMT 1992
DR Pringle,10.0,6,2,22,3,2.2,Pakistan,Melbourne,Wed Mar 25 00:00:00 GMT 1992
CC Lewis,10.0,6,2,52,0,5.2,Pakistan,Melbourne,Wed Mar 25 00:00:00 GMT 1992
IT Botham,7.0,6,0,42,1,6.0,Pakistan,Melbourne,Wed Mar 25 00:00:00 GMT 1992
PAJ DeFreitas,10.0,6,1,42,0,4.2,Pakistan,Melbourne,Wed Mar 25 00:00:00 GMT 1992
RK Illingworth,10.0,6,0,50,1,5.0,Pakistan,Melbourne,Wed Mar 25 00:00:00 GMT 1992
DA Reeve,3.0,6,0,22,0,7.33,Pakistan,Melbourne,Wed Mar 25 00:00:00 GMT 1992
Wasim Akram,10.0,6,0,49,3,4.9,England,Melbourne,Wed Mar 25 00:00:00 GMT 1992
Aaqib Javed,10.0,6,2,27,2,2.7,England,Melbourne,Wed Mar 25 00:00:00 GMT 1992
Mushtaq Ahmed,10.0,6,1,41,3,4.1,England,Melbourne,Wed Mar 25 00:00:00 GMT 1992
Ijaz Ahmed,3.0,6,0,13,0,4.33,England,Melbourne,Wed Mar 25 00:00:00 GMT 1992
Imran Khan,6.333333333333333,6,0,43,1,6.78,England,Melbourne,Wed Mar 25 00:00:00 GMT 1992
Aamer Sohail,10.0,6,0,49,0,4.9,England,Melbourne,Wed Mar 25 00:00:00 GMT 1992
AA Donald,10.0,6,1,47,2,4.7,West Indies,Kingston,Tue Apr 07 00:00:00 BST 1992
RP Snell,10.0,6,1,56,0,5.6,West Indies,Kingston,Tue Apr 07 00:00:00 BST 1992
CJPG van Zyl,8.0,6,2,53,0,6.62,West Indies,Kingston,Tue Apr 07 00:00:00 BST 1992
O Henry,10.0,6,0,53,1,5.3,West Indies,Kingston,Tue Apr 07 00:00:00 BST 1992
WJ Cronje,3.0,6,0,18,0,6.0,West Indies,Kingston,Tue Apr 07 00:00:00 BST 1992
PN Kirsten,4.0,6,0,21,0,5.25,West Indies,Kingston,Tue Apr 07 00:00:00 BST 1992
AP Kuiper,5.0,6,0,33,3,6.6,West Indies,Kingston,Tue Apr 07 00:00:00 BST 1992
CEL Ambrose,7.0,6,1,20,0,2.85,South Africa,Kingston,Tue Apr 07 00:00:00 BST 1992
BP Patterson,7.0,6,2,17,2,2.42,South Africa,Kingston,Tue Apr 07 00:00:00 BST 1992
WKM Benjamin,9.333333333333334,6,0,45,3,4.82,South Africa,Kingston,Tue Apr 07 00:00:00 BST 1992
AC Cummins,9.0,6,0,34,2,3.77,South Africa,Kingston,Tue Apr 07 00:00:00 BST 1992
CL Hooper,8.0,6,0,44,1,5.5,South Africa,Kingston,Tue Apr 07 00:00:00 BST 1992
PV Simmons,2.0,6,0,12,0,6.0,South Africa,Kingston,Tue Apr 07 00:00:00 BST 1992
CEL Ambrose,7.666666666666667,6,0,24,3,3.13,South Africa,Port of Spain,Sat Apr 11 00:00:00 BST 1992
BP Patterson,9.0,6,2,30,0,3.33,South Africa,Port of Spain,Sat Apr 11 00:00:00 BST 1992
AC Cummins,9.0,6,0,40,3,4.44,South Africa,Port of Spain,Sat Apr 11 00:00:00 BST 1992
WKM Benjamin,8.0,6,0,21,0,2.62,South Africa,Port of Spain,Sat Apr 11 00:00:00 BST 1992
RA Harper,10.0,6,0,27,1,2.7,South Africa,Port of Spain,Sat Apr 11 00:00:00 BST 1992
AA Donald,8.0,6,1,49,0,6.12,West Indies,Port of Spain,Sat Apr 11 00:00:00 BST 1992
MW Pringle,7.0,6,0,32,0,4.57,West Indies,Port of Spain,Sat Apr 11 00:00:00 BST 1992
O Henry,4.833333333333333,6,0,41,0,8.48,West Indies,Port of Spain,Sat Apr 11 00:00:00 BST 1992
RP Snell,6.0,6,0,30,0,5.0,West Indies,Port of Spain,Sat Apr 11 00:00:00 BST 1992
CEL Ambrose,10.0,6,1,39,0,3.9,South Africa,Port of Spain,Sun Apr 12 00:00:00 BST 1992
BP Patterson,10.0,6,2,35,1,3.5,South Africa,Port of Spain,Sun Apr 12 00:00:00 BST 1992
WKM Benjamin,10.0,6,1,37,2,3.7,South Africa,Port of Spain,Sun Apr 12 00:00:00 BST 1992
AC Cummins,10.0,6,0,39,0,3.9,South Africa,Port of Spain,Sun Apr 12 00:00:00 BST 1992
RA Harper,10.0,6,0,31,2,3.1,South Africa,Port of Spain,Sun Apr 12 00:00:00 BST 1992
MW Pringle,5.0,6,3,6,1,1.2,West Indies,Port of Spain,Sun Apr 12 00:00:00 BST 1992
T Bosch,6.0,6,0,47,0,7.83,West Indies,Port of Spain,Sun Apr 12 00:00:00 BST 1992
RP Snell,10.0,6,2,45,1,4.5,West Indies,Port of Spain,Sun Apr 12 00:00:00 BST 1992
CJPG van Zyl,10.0,6,0,40,0,4.0,West Indies,Port of Spain,Sun Apr 12 00:00:00 BST 1992
AP Kuiper,7.0,6,0,28,1,4.0,West Indies,Port of Spain,Sun Apr 12 00:00:00 BST 1992
PN Kirsten,5.0,6,0,17,0,3.4,West Indies,Port of Spain,Sun Apr 12 00:00:00 BST 1992
Wasim Akram,11.0,6,0,39,1,3.54,England,Lord's,Wed May 20 00:00:00 BST 1992
Aaqib Javed,11.0,6,0,54,3,4.9,England,Lord's,Wed May 20 00:00:00 BST 1992
Naved Anjum,11.0,6,0,48,2,4.36,England,Lord's,Wed May 20 00:00:00 BST 1992
Mushtaq Ahmed,11.0,6,0,56,0,5.09,England,Lord's,Wed May 20 00:00:00 BST 1992
Asif Mujtaba,11.0,6,0,67,0,6.09,England,Lord's,Wed May 20 00:00:00 BST 1992
PAJ DeFreitas,9.0,6,2,17,0,1.88,Pakistan,Lord's,Wed May 20 00:00:00 BST 1992
DR Pringle,11.0,6,1,42,4,3.81,Pakistan,Lord's,Wed May 20 00:00:00 BST 1992
CC Lewis,8.0,6,1,35,0,4.37,Pakistan,Lord's,Wed May 20 00:00:00 BST 1992
IT Botham,11.0,6,0,45,2,4.09,Pakistan,Lord's,Wed May 20 00:00:00 BST 1992
RK Illingworth,11.0,6,0,36,1,3.27,Pakistan,Lord's,Wed May 20 00:00:00 BST 1992
GA Hick,3.3333333333333335,6,0,7,2,2.1,Pakistan,Lord's,Wed May 20 00:00:00 BST 1992
NH Fairbrother,1.0,6,0,9,0,9.0,Pakistan,Lord's,Wed May 20 00:00:00 BST 1992
Aaqib Javed,10.0,6,0,70,1,7.0,England,The Oval,Fri May 22 00:00:00 BST 1992
Naved Anjum,9.0,6,0,37,0,4.11,England,The Oval,Fri May 22 00:00:00 BST 1992
Tanvir Mehdi,11.0,6,0,72,1,6.54,England,The Oval,Fri May 22 00:00:00 BST 1992
Mushtaq Ahmed,11.0,6,0,47,1,4.27,England,The Oval,Fri May 22 00:00:00 BST 1992
Aamer Sohail,11.0,6,0,52,1,4.72,England,The Oval,Fri May 22 00:00:00 BST 1992
Asif Mujtaba,3.0,6,0,16,0,5.33,England,The Oval,Fri May 22 00:00:00 BST 1992
PAJ DeFreitas,10.833333333333334,6,0,59,2,5.44,Pakistan,The Oval,Fri May 22 00:00:00 BST 1992
CC Lewis,8.0,6,0,47,2,5.87,Pakistan,The Oval,Fri May 22 00:00:00 BST 1992
IT Botham,11.0,6,0,52,1,4.72,Pakistan,The Oval,Fri May 22 00:00:00 BST 1992
RK Illingworth,11.0,6,0,58,2,5.27,Pakistan,The Oval,Fri May 22 00:00:00 BST 1992
DR Pringle,9.0,6,1,35,2,3.88,Pakistan,The Oval,Fri May 22 00:00:00 BST 1992
GA Hick,1.0,6,0,8,0,8.0,Pakistan,The Oval,Fri May 22 00:00:00 BST 1992
GP Wickramasinghe,9.0,6,1,35,1,3.88,Australia,Colombo (PSS),Sat Aug 15 00:00:00 BST 1992
CPH Ramanayake,10.0,6,0,54,1,5.4,Australia,Colombo (PSS),Sat Aug 15 00:00:00 BST 1992
AP Gurusinha,8.0,6,0,30,0,3.75,Australia,Colombo (PSS),Sat Aug 15 00:00:00 BST 1992
A Ranatunga,3.0,6,0,22,0,7.33,Australia,Colombo (PSS),Sat Aug 15 00:00:00 BST 1992
SD Anurasiri,10.0,6,0,44,1,4.4,Australia,Colombo (PSS),Sat Aug 15 00:00:00 BST 1992
RS Kalpage,10.0,6,0,52,2,5.2,Australia,Colombo (PSS),Sat Aug 15 00:00:00 BST 1992
CJ McDermott,9.333333333333334,6,1,64,1,6.85,Sri Lanka,Colombo (PSS),Sat Aug 15 00:00:00 BST 1992
MR Whitney,10.0,6,1,33,2,3.3,Sri Lanka,Colombo (PSS),Sat Aug 15 00:00:00 BST 1992
AIC Dodemaide,10.0,6,0,50,1,5.0,Sri Lanka,Colombo (PSS),Sat Aug 15 00:00:00 BST 1992
TM Moody,7.0,6,1,36,0,5.14,Sri Lanka,Colombo (PSS),Sat Aug 15 00:00:00 BST 1992
GRJ Matthews,10.0,6,0,34,1,3.4,Sri Lanka,Colombo (PSS),Sat Aug 15 00:00:00 BST 1992
AR Border,3.0,6,0,20,0,6.66,Sri Lanka,Colombo (PSS),Sat Aug 15 00:00:00 BST 1992
Wasim Akram,11.0,6,0,55,1,5.0,England,Nottingham,Thu Aug 20 00:00:00 BST 1992
Aaqib Javed,11.0,6,0,55,2,5.0,England,Nottingham,Thu Aug 20 00:00:00 BST 1992
Waqar Younis,11.0,6,0,73,4,6.63,England,Nottingham,Thu Aug 20 00:00:00 BST 1992
Mushtaq Ahmed,11.0,6,1,58,0,5.27,England,Nottingham,Thu Aug 20 00:00:00 BST 1992
Ijaz Ahmed,4.0,6,0,29,0,7.25,England,Nottingham,Thu Aug 20 00:00:00 BST 1992
Aamer Sohail,3.0,6,0,34,0,11.33,England,Nottingham,Thu Aug 20 00:00:00 BST 1992
